split,label_path,line_no,error,raw
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024228_jpg.rf.KXo9uSBNczRI3mw5Iyn7.txt,4,class_id_invalid,4 0.393171875 0.3662916666666666 0.16893750000000002 0.28070833333333334
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024228_jpg.rf.KXo9uSBNczRI3mw5Iyn7.txt,5,format_bukan_5_kolom,2 0.765625 0.48125 0.7640625 0.5604166666666667 0.75625 0.6083333333333333 0.778125 0.6791666666666667 0.7875 0.63125 0.790625 0.5541666666666667 0.8015625 0.5416666666666666 0.8375 0.55 0.8515625 0.55 0.8515625 0.5416666666666666 0.83125 0.47291666666666665 0.7765625 0.4625
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024228_jpg.rf.KXo9uSBNczRI3mw5Iyn7.txt,6,format_bukan_5_kolom,2 0.7640625 0.39791666666666664 0.7609375 0.4666666666666667 0.7921875 0.46041666666666664 0.8328125 0.47291666666666665 0.853125 0.525 0.8453125 0.41041666666666665 0.815625 0.3958333333333333
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024228_jpg.rf.KXo9uSBNczRI3mw5Iyn7.txt,7,format_bukan_5_kolom,3 0.8515625 0.4083333333333333 0.8546875 0.4895833333333333 0.86875 0.5125 0.8875 0.475 0.890625 0.42291666666666666 0.871875 0.38125 0.8640625 0.38333333333333336
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024228_jpg.rf.KXo9uSBNczRI3mw5Iyn7.txt,8,format_bukan_5_kolom,3 0.828125 0.3729166666666667 0.825 0.3958333333333333 0.8421875 0.40625 0.8453125 0.38958333333333334 0.8390625 0.36875 0.834375 0.3645833333333333
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024228_jpg.rf.KXo9uSBNczRI3mw5Iyn7.txt,9,format_bukan_5_kolom,3 0.80625 0.28958333333333336 0.8 0.3229166666666667 0.8109375 0.34375 0.81875 0.34375 0.821875 0.3145833333333333 0.8140625 0.28541666666666665
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024228_jpg.rf.KXo9uSBNczRI3mw5Iyn7.txt,10,format_bukan_5_kolom,3 0.8390625 0.27291666666666664 0.8390625 0.2916666666666667 0.8484375 0.30833333333333335 0.853125 0.28541666666666665 0.846875 0.2708333333333333
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024228_jpg.rf.KXo9uSBNczRI3mw5Iyn7.txt,11,format_bukan_5_kolom,4 0.515625 0.5541666666666667 0.515625 0.5916666666666667 0.5328125 0.6104166666666667 0.528125 0.6166666666666667 0.5296875 0.6625 0.5203125 0.7333333333333333 0.5234375 0.80625 0.534375 0.8395833333333333 0.6984375 0.8958333333333334 0.7109375 0.8875 0.7203125 0.825 0.7359375 0.775 0.7390625 0.7041666666666667 0.746875 0.6916666666666667 0.7625 0.6895833333333333 0.76875 0.66875 0.7671875 0.6458333333333334 0.7484375 0.6298604166666667 0.7453125 0.5625 0.753125 0.5416666666666666 0.7546875 0.46041666666666664 0.7609375 0.43333333333333335 0.75625 0.41041666666666665 0.6921875 0.38333333333333336 0.684375 0.38958333333333334 0.6390625 0.3770833333333333 0.5828125 0.34791666666666665 0.578125 0.3333333333333333 0.575 0.3541666666666667 0.55 0.36666666666666664 0.540625 0.5270833333333333
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024228_jpg.rf.KXo9uSBNczRI3mw5Iyn7.txt,12,format_bukan_5_kolom,4 0.515625 0.5541666666666667 0.515625 0.5916666666666667 0.5203125 0.6 0.5328125 0.6 0.5390625 0.6145833333333334 0.5296875 0.6416666666666667 0.525 0.7375 0.525 0.7854166666666667 0.534375 0.8333333333333334 0.6046875 0.8583333333333333 0.6625 0.8645833333333334 0.6921875 0.8875 0.709375 0.8875 0.7265625 0.7916666666666666 0.734375 0.7791666666666667 0.7375 0.7 0.7609375 0.6854166666666667 0.76875 0.6666666666666666 0.765625 0.6479166666666667 0.753125 0.6458333333333334 0.7453125 0.6291666666666667 0.7453125 0.5625 0.759375 0.42083333333333334 0.75625 0.41041666666666665 0.7296875 0.39166666666666666 0.728125 0.35625 0.7078125 0.2791666666666667 0.625 0.25 0.596875 0.2520833333333333 0.5875 0.2604166666666667 0.5609375 0.36041666666666666 0.5484375 0.3729166666666667 0.540625 0.52625
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024228_jpg.rf.KXo9uSBNczRI3mw5Iyn7.txt,13,format_bukan_5_kolom,2 0.475 0.32083333333333336 0.471875 0.42916666666666664 0.515625 0.44166666666666665 0.5359375 0.38125 0.534375 0.3104166666666667 0.528125 0.2916666666666667 0.5109375 0.27708333333333335 0.4796875 0.27708333333333335
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024228_jpg.rf.KXo9uSBNczRI3mw5Iyn7.txt,14,format_bukan_5_kolom,3 0.5 0.18333333333333332 0.4890625 0.20208333333333334 0.4984375 0.2125 0.5140625 0.21458333333333332 0.53125 0.23541666666666666 0.5359375 0.28958333333333336 0.5671875 0.3 0.5703125 0.20625 0.5546875 0.17083333333333334 0.5171875 0.1625
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024228_jpg.rf.KXo9uSBNczRI3mw5Iyn7.txt,15,format_bukan_5_kolom,2 0.4703125 0.22708333333333333 0.4671875 0.23541666666666666 0.478125 0.24375 0.478125 0.275 0.509375 0.275 0.5328125 0.3020833333333333 0.5359375 0.26666666666666666 0.5265625 0.22083333333333333 0.48125 0.21458333333333332
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024741_jpg.rf.s7KWxNGOb8UKsllJBa9j.txt,3,format_bukan_5_kolom,0 0.2453125 0.6375 0.20625 0.7166666666666667 0.196875 0.7229166666666667 0.1875 0.7479166666666667 0.125 0.8416666666666667 0.125 0.8520833333333333 0.0390625 0.9833333333333333 0.0390625 0.9979166666666667 0.7234375 0.9979166666666667 0.7265625 0.60625 0.7203125 0.5729166666666666 0.71875 0.4041666666666667 0.7109375 0.3541666666666667 0.578125 0.3145833333333333 0.4765625 0.30625 0.4546875 0.3125
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024741_jpg.rf.s7KWxNGOb8UKsllJBa9j.txt,4,format_bukan_5_kolom,2 0.0484375 0.93125 0.046875 0.95 0.053125 0.95625 0.21875 0.6854166666666667 0.2390625 0.65 0.240625 0.6333333333333333 0.2015625 0.6270833333333333 0.178125 0.6354166666666666 0.13125 0.7020833333333333 0.103125 0.775 0.0765625 0.775 0.0859375 0.8208333333333333 0.08125 0.8395833333333333 0.0703125 0.8375
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024741_jpg.rf.s7KWxNGOb8UKsllJBa9j.txt,5,format_bukan_5_kolom,4 0.28125 0.5083333333333333 0.2796875 0.56875 0.284375 0.5729166666666666 0.4484375 0.3125 0.4671875 0.3020833333333333 0.4953125 0.3 0.4984375 0.22291666666666668 0.4921875 0.21458333333333332 0.384375 0.19583333333333333 0.3 0.28541666666666665
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024741_jpg.rf.s7KWxNGOb8UKsllJBa9j.txt,6,format_bukan_5_kolom,4 0.74375 0.2708333333333333 0.7359375 0.2791666666666667 0.7421875 0.35833333333333334 0.7359375 0.4583333333333333 0.740625 0.6145833333333334 0.746875 0.6270833333333333 0.796875 0.6333333333333333 0.83125 0.6479166666666667 0.8421875 0.6395833333333333 0.8515625 0.5979166666666667 0.8640625 0.35 0.8375 0.33541666666666664 0.8078125 0.28125 0.771875 0.25833333333333336
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024741_jpg.rf.s7KWxNGOb8UKsllJBa9j.txt,7,format_bukan_5_kolom,4 0.5953125 0.24375 0.59375 0.30416666666666664 0.5984375 0.3145833333333333 0.65 0.33125 0.6703125 0.32916666666666666 0.6765625 0.24166666666666667 0.6703125 0.13125 0.65 0.12708333333333333 0.6265625 0.13541666666666666 0.6140625 0.18125 0.6 0.20208333333333334
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024741_jpg.rf.s7KWxNGOb8UKsllJBa9j.txt,8,format_bukan_5_kolom,4 0.5953125 0.2375 0.59375 0.30416666666666664 0.5984375 0.31666666666666665 0.6703125 0.33125 0.6765625 0.24375 0.671875 0.14583333333333334 0.65 0.13333333333333333 0.6296875 0.13541666666666666 0.6171875 0.17708333333333334 0.6 0.20208333333333334
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024741_jpg.rf.s7KWxNGOb8UKsllJBa9j.txt,9,format_bukan_5_kolom,3 0.825 0.8625 0.8203125 0.95625 0.834375 0.96875 0.8578125 0.9625 0.871875 0.9770833333333333 0.8859375 0.9458333333333333 0.8859375 0.8541666666666666 0.86875 0.8145833333333333 0.875 0.7958333333333333 0.865625 0.76875 0.8546875 0.7729166666666667
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024741_jpg.rf.s7KWxNGOb8UKsllJBa9j.txt,10,format_bukan_5_kolom,3 0.9171875 0.8020833333333334 0.9140625 0.86875 0.903125 0.9291666666666667 0.91875 0.9333333333333333 0.9609375 0.90625 0.96875 0.8354166666666667 0.959375 0.78125 0.965625 0.7479166666666667 0.9578125 0.7416666666666667 0.95 0.79375 0.9265625 0.8020833333333334 0.921875 0.7916666666666666
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024741_jpg.rf.s7KWxNGOb8UKsllJBa9j.txt,11,format_bukan_5_kolom,3 0.8265625 0.8666666666666667 0.825 0.9458333333333333 0.8296875 0.96875 0.8421875 0.9979166666666667 0.86875 0.9979166666666667 0.8734375 0.9729166666666667 0.8890625 0.9479166666666666 0.8859375 0.8541666666666666 0.8734375 0.8041666666666667 0.875 0.7604166666666666 0.8578125 0.7604166666666666 0.8296875 0.8395833333333333
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024741_jpg.rf.s7KWxNGOb8UKsllJBa9j.txt,12,format_bukan_5_kolom,3 0.7390625 0.9 0.7375 0.9979166666666667 0.803125 0.9979166666666667 0.803125 0.95625 0.8125 0.9 0.7859375 0.8270833333333333 0.771875 0.8229166666666666 0.75625 0.8416666666666667 0.7546875 0.8708333333333333
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024741_jpg.rf.s7KWxNGOb8UKsllJBa9j.txt,13,format_bukan_5_kolom,4 0.5328125 0.13541666666666666 0.534375 0.15833333333333333 0.5484375 0.17291666666666666 0.5546875 0.19583333333333333 0.578125 0.2 0.5875 0.15833333333333333 0.5828125 0.12083333333333333 0.5765625 0.11458333333333333 0.54375 0.11458333333333333
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024741_jpg.rf.s7KWxNGOb8UKsllJBa9j.txt,14,format_bukan_5_kolom,3 0.55 0.275 0.5484375 0.30416666666666664 0.5734375 0.30833333333333335 0.58125 0.275 0.5734375 0.23541666666666666 0.565625 0.2375
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024820_jpg.rf.fgTUMmNm2nMSXZ81XzHm.txt,2,class_id_invalid,4 0.38156249999999997 0.43727083333333333 0.241859375 0.5491666666666667
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024820_jpg.rf.fgTUMmNm2nMSXZ81XzHm.txt,5,format_bukan_5_kolom,3 0.7609375 0.5354166666666667 0.759375 0.625 0.7640625 0.6458333333333334 0.7828125 0.66875 0.8 0.6020833333333333 0.8046875 0.5395833333333333 0.796875 0.5145833333333333 0.796875 0.46041666666666664 0.7890625 0.44583333333333336 0.7828125 0.44583333333333336
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024820_jpg.rf.fgTUMmNm2nMSXZ81XzHm.txt,6,format_bukan_5_kolom,2 0.6328125 0.4708333333333333 0.6328125 0.4895833333333333 0.678125 0.49583333333333335 0.6984375 0.5229166666666667 0.703125 0.6 0.6953125 0.68125 0.7109375 0.6875 0.7203125 0.6604166666666667 0.725 0.6104166666666667 0.71875 0.4791666666666667 0.7078125 0.4666666666666667 0.6640625 0.45208333333333334 0.6390625 0.4583333333333333
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024820_jpg.rf.fgTUMmNm2nMSXZ81XzHm.txt,7,format_bukan_5_kolom,4 0.4265625 0.8979166666666667 0.425 0.9416666666666667 0.4390625 0.9979166666666667 0.6765625 0.9979166666666667 0.7015625 0.5875 0.69375 0.50625 0.60625 0.48333333333333334 0.53125 0.475 0.4890625 0.6125 0.4859375 0.7208333333333333 0.459375 0.8104166666666667 0.459375 0.8645833333333334 0.453125 0.8833333333333333 0.4328125 0.8875
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024820_jpg.rf.fgTUMmNm2nMSXZ81XzHm.txt,8,format_bukan_5_kolom,4 0.45625 0.15416666666666667 0.45625 0.17083333333333334 0.484375 0.17708333333333334 0.5046875 0.19166666666666668 0.496875 0.3645833333333333 0.5 0.3729166666666667 0.5171875 0.37916666666666665 0.534375 0.32916666666666666 0.5453125 0.2625 0.553125 0.10625 0.5328125 0.09791666666666667 0.525 0.10416666666666667 0.5203125 0.12708333333333333 0.484375 0.12708333333333333
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024820_jpg.rf.fgTUMmNm2nMSXZ81XzHm.txt,9,format_bukan_5_kolom,4 0.6046875 0.28125 0.6046875 0.3416666666666667 0.609375 0.3458333333333333 0.6234375 0.3458333333333333 0.6296875 0.3375 0.6375 0.30625 0.678125 0.3 0.678125 0.2125 0.615625 0.20208333333333334
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024820_jpg.rf.fgTUMmNm2nMSXZ81XzHm.txt,10,format_bukan_5_kolom,2 0.7125 0.21041666666666667 0.7125 0.2791666666666667 0.7546875 0.29583333333333334 0.75625 0.25625 0.7703125 0.23333333333333334 0.7609375 0.19583333333333333 0.7484375 0.18125 0.728125 0.18125
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024859_jpg.rf.rBrGpO4bK42LH8y4TO9e.txt,1,class_id_invalid,4 0.629859375 0.565625 0.159640625 0.6197916666666666
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024859_jpg.rf.rBrGpO4bK42LH8y4TO9e.txt,6,format_bukan_5_kolom,0 0.7015625 0.13125 0.6984375 0.2875 0.7078125 0.29583333333333334 0.7203125 0.2916666666666667 0.7328125 0.30416666666666664 0.775 0.30416666666666664 0.7828125 0.275 0.7859375 0.22083333333333333 0.7859375 0.15833333333333333 0.7765625 0.12083333333333333 0.778125 0.10208333333333333 0.7140625 0.10208333333333333
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024859_jpg.rf.rBrGpO4bK42LH8y4TO9e.txt,7,format_bukan_5_kolom,2 0.7109375 0.38333333333333336 0.7140625 0.44583333333333336 0.7265625 0.4708333333333333 0.746875 0.4479166666666667 0.75625 0.41458333333333336 0.7890625 0.4041666666666667 0.7828125 0.3416666666666667 0.765625 0.32916666666666666 0.73125 0.32708333333333334 0.7171875 0.35208333333333336
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024859_jpg.rf.rBrGpO4bK42LH8y4TO9e.txt,8,format_bukan_5_kolom,2 0.7375 0.45208333333333334 0.7375 0.59375 0.7421875 0.6208333333333333 0.7515625 0.6333333333333333 0.7776046875 0.6166666666666667 0.7890625 0.61875 0.7953125 0.60625 0.8 0.4979166666666667 0.8125 0.49166666666666664 0.8515625 0.49583333333333335 0.8515625 0.4666666666666667 0.8453125 0.43125 0.7765625 0.41041666666666665 0.7609375 0.41041666666666665 0.753125 0.43333333333333335
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024859_jpg.rf.rBrGpO4bK42LH8y4TO9e.txt,9,format_bukan_5_kolom,2 0.4421875 0.3125 0.4421875 0.33958333333333335 0.4703125 0.32083333333333336 0.5125 0.33125 0.5234375 0.29583333333333334 0.5171875 0.25833333333333336 0.4875 0.24583333333333332 0.46875 0.24791666666666667 0.4546875 0.26875
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024859_jpg.rf.rBrGpO4bK42LH8y4TO9e.txt,10,format_bukan_5_kolom,0 0.490625 0.20208333333333334 0.4875 0.24166666666666667 0.515625 0.25416666666666665 0.521875 0.24583333333333332 0.540625 0.2604166666666667 0.5453125 0.29583333333333334 0.55625 0.29791666666666666 0.5671875 0.25833333333333336 0.5671875 0.15416666666666667 0.55 0.14166666666666666 0.5125 0.14583333333333334 0.5 0.16458333333333333
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024859_jpg.rf.rBrGpO4bK42LH8y4TO9e.txt,11,format_bukan_5_kolom,3 0.5109375 0.55 0.5078125 0.625 0.5015625 0.64375 0.51875 0.65625 0.5375 0.5729166666666666 0.5421875 0.45 0.53125 0.45625 0.5171875 0.5020833333333333
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024859_jpg.rf.rBrGpO4bK42LH8y4TO9e.txt,12,format_bukan_5_kolom,3 0.965625 0.5958333333333333 0.959375 0.6708333333333333 0.9890625 0.70625 0.996875 0.5979166666666667 0.9796875 0.5791666666666667
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024859_jpg.rf.rBrGpO4bK42LH8y4TO9e.txt,13,format_bukan_5_kolom,3 0.9203125 0.46875 0.9203125 0.5145833333333333 0.9453125 0.56875 0.9578125 0.5333333333333333 0.959375 0.475 0.9515625 0.46041666666666664
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024859_jpg.rf.rBrGpO4bK42LH8y4TO9e.txt,14,format_bukan_5_kolom,3 0.821875 0.38333333333333336 0.8203125 0.41458333333333336 0.84375 0.42916666666666664 0.8484375 0.4 0.8390625 0.3625 0.83125 0.36041666666666666
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024859_jpg.rf.rBrGpO4bK42LH8y4TO9e.txt,15,format_bukan_5_kolom,3 0.1078125 0.8416666666666667 0.103125 0.8729166666666667 0.1078125 0.8916666666666667 0.103125 0.9375 0.10625 0.9958333333333333 0.18125 0.99375 0.184375 0.925 0.178125 0.91875 0.1734375 0.83125 0.146875 0.7229166666666667 0.1328125 0.73125 0.1296875 0.7791666666666667
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024938_jpg.rf.zF7LsE1O0F0RDqzqpcO8.txt,1,class_id_invalid,4 0.630046875 0.5665208333333334 0.15823437499999998 0.6171875
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024938_jpg.rf.zF7LsE1O0F0RDqzqpcO8.txt,9,format_bukan_5_kolom,0 0.490625 0.2 0.4875 0.24166666666666667 0.5140625 0.2520833333333333 0.5296875 0.2916666666666667 0.5359375 0.28958333333333336 0.5421875 0.26875 0.553125 0.26458333333333334 0.55625 0.275 0.5640625 0.26875 0.571875 0.16041666666666668 0.559375 0.14375 0.53125 0.13958333333333334 0.5078125 0.14791666666666667
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024938_jpg.rf.zF7LsE1O0F0RDqzqpcO8.txt,10,format_bukan_5_kolom,2 0.4546875 0.2708333333333333 0.440625 0.30625 0.4453125 0.3333333333333333 0.4546875 0.325 0.521875 0.3375 0.525 0.29791666666666666 0.51875 0.25833333333333336 0.471875 0.24583333333333332
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024938_jpg.rf.zF7LsE1O0F0RDqzqpcO8.txt,11,format_bukan_5_kolom,2 0.715625 0.37083333333333335 0.715625 0.45625 0.7234375 0.48125 0.734375 0.4791666666666667 0.7375 0.46458333333333335 0.7770828125 0.41041666666666665 0.7875 0.4083333333333333 0.784375 0.35 0.775 0.33958333333333335 0.7375 0.3333333333333333 0.725 0.3416666666666667
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024938_jpg.rf.zF7LsE1O0F0RDqzqpcO8.txt,12,format_bukan_5_kolom,2 0.7375 0.44583333333333336 0.74375 0.6208333333333333 0.7515625 0.6291666666666667 0.75625 0.6208333333333333 0.7921875 0.6166666666666667 0.7984375 0.5208333333333334 0.8125 0.49166666666666664 0.8515625 0.49583333333333335 0.8453125 0.4354166666666667 0.8359375 0.425 0.759375 0.4125
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024938_jpg.rf.zF7LsE1O0F0RDqzqpcO8.txt,13,format_bukan_5_kolom,4 0.6328125 0.1625 0.615625 0.1875 0.61875 0.23333333333333334 0.6828125 0.2520833333333333 0.6765625 0.175 0.65625 0.1625
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_024938_jpg.rf.zF7LsE1O0F0RDqzqpcO8.txt,14,format_bukan_5_kolom,3 0.5015625 0.6083333333333333 0.5046875 0.6208333333333333 0.4984375 0.6541666666666667 0.521875 0.65 0.5375 0.5708333333333333 0.5359375 0.5229166666666667 0.5171875 0.5416666666666666 0.5125 0.5854166666666667
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_025215_jpg.rf.2VuqoWBE8JTXlFwxg21k.txt,2,class_id_invalid,4 0.075953125 0.26516666666666666 0.13804687499999999 0.1891875
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_025215_jpg.rf.2VuqoWBE8JTXlFwxg21k.txt,3,class_id_invalid,4 0.631796875 0.5593333333333333 0.157390625 0.6378541666666667
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_025255_jpg.rf.vEu73GuKWXpSoGU1CBs6.txt,1,class_id_invalid,4 0.631703125 0.553625 0.15875 0.6351458333333333
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_025413_jpg.rf.i9bUt6gcbzEa5Xoohxgq.txt,1,class_id_invalid,4 0.628046875 0.3620625 0.10840625 0.26941666666666664
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_025413_jpg.rf.i9bUt6gcbzEa5Xoohxgq.txt,3,class_id_invalid,4 0.768578125 0.34462499999999996 0.08171874999999999 0.21252083333333335
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_025413_jpg.rf.i9bUt6gcbzEa5Xoohxgq.txt,9,format_bukan_5_kolom,2 0.5078125 0.5375 0.50625 0.5604166666666667 0.5109375 0.5625 0.534375 0.5604166666666667 0.6265625 0.5791666666666667 0.6296875 0.5416666666666666 0.61875 0.44583333333333336 0.609375 0.4375 0.5390625 0.42916666666666664
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_025413_jpg.rf.i9bUt6gcbzEa5Xoohxgq.txt,10,format_bukan_5_kolom,3 0.803125 0.6458333333333334 0.80625 0.6854166666666667 0.815625 0.69375 0.8359375 0.6916666666666667 0.84375 0.6479166666666667
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_025413_jpg.rf.i9bUt6gcbzEa5Xoohxgq.txt,11,format_bukan_5_kolom,3 0.7921875 0.53125 0.7890625 0.5583333333333333 0.79375 0.5875 0.803125 0.6020833333333333 0.8125 0.58125 0.81875 0.5166666666666667 0.8125 0.5083333333333333 0.796875 0.5083333333333333
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_025413_jpg.rf.i9bUt6gcbzEa5Xoohxgq.txt,12,format_bukan_5_kolom,3 0.8859375 0.4791666666666667 0.8828125 0.5520833333333334 0.896875 0.5604166666666667 0.9078125 0.48333333333333334 0.903125 0.4666666666666667 0.9015625 0.47708333333333336
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_025413_jpg.rf.i9bUt6gcbzEa5Xoohxgq.txt,13,format_bukan_5_kolom,3 0.890625 0.3854166666666667 0.8875 0.4125 0.903125 0.41875 0.9046875 0.39791666666666664
train_bubat_barat,C:\Users\hanif\Downloads\capstone-agung\capstone-agung\data bubat barat\train\labels\BubatBrt_20260513_025413_jpg.rf.i9bUt6gcbzEa5Xoohxgq.txt,14,format_bukan_5_kolom,3 0.975 0.7291666666666666 0.9859375 0.89375 0.99375 0.9270833333333334 0.9984375 0.925 0.9984375 0.7375 0.99375 0.7270833333333333
